n,rep,demo_auroc,full_unw_auroc,full_ipw_auroc,delta_unw,delta_ipw
252,1,0.9170182841068917,0.9062642889803383,0.934412955465587,-0.010753995126553395,0.017394671358695324
252,2,0.9732770745428974,0.8235887096774193,0.9149797570850202,-0.1496883648654781,-0.05829731745787714
252,3,0.9277074542897328,0.8690972222222222,0.7732793522267206,-0.05861023206751059,-0.15442810206301216
252,4,0.920112517580872,0.9684499314128944,0.7418699186991871,0.04833741383202239,-0.17824259888168492
252,5,0.9054852320675105,0.6874635568513119,0.8868804664723032,-0.21802167521619864,-0.018604765595207295
252,6,0.920675105485232,0.8538306451612903,0.7188346883468834,-0.06684446032394176,-0.20184041713834866
252,7,0.9125175808720113,0.870042194092827,0.8591093117408908,-0.042475386779184277,-0.05340826913112051
252,8,0.9116736990154712,0.9400000000000001,0.8968749999999999,0.02832630098452882,-0.014798699015471373
252,9,0.9361462728551336,0.7708502024291498,0.9122983870967742,-0.16529607042598382,-0.02384788575835939
252,10,0.9232067510548523,0.9297520661157024,0.8401639344262295,0.006545315060850099,-0.08304281662862278
252,11,0.9282700421940928,0.8827913279132791,0.9808467741935484,-0.04547871428081374,0.05257673199945556
252,12,0.9535864978902955,0.8445344129554656,0.9698227084119201,-0.10905208493482987,0.016236210521624606
252,13,0.9322081575246133,0.8360000000000001,0.9048611111111111,-0.0962081575246132,-0.027347046413502163
252,14,0.9184247538677919,0.8075880758807589,0.8140495867768596,-0.110836677987033,-0.10437516709093231
252,15,0.9220815752461322,0.9935222672064777,0.8340080971659918,0.07144069196034553,-0.08807347808014043
252,16,0.9561181434599155,0.9193548387096774,0.8972222222222221,-0.036763304750238146,-0.05889592123769338
252,17,0.9516174402250351,0.9638483965014577,0.7916666666666667,0.012230956276422567,-0.1599507735583684
252,18,0.9181434599156119,0.551417004048583,0.8159185213127123,-0.3667264558670289,-0.1022249386028996
252,19,0.9375527426160337,0.7762096774193548,0.913422131147541,-0.16134306519667896,-0.024130611468492713
252,20,0.9355836849507735,0.9256884194643531,0.951417004048583,-0.00989526548642039,0.015833319097809495
252,21,0.9015471167369902,0.8545081967213114,0.7318181818181819,-0.047038920015678776,-0.16972893491880825
252,22,0.940646976090014,0.09960159362549803,0.9739669421487602,-0.841045382464516,0.03331996605874621
252,23,0.9263009845288327,0.6518218623481781,0.7540650406504066,-0.2744791221806546,-0.1722359438784261
252,24,0.9054852320675106,0.9661157024793389,0.9481781376518219,0.06063047041182823,0.04269290558431127
252,25,0.940084388185654,0.7238866396761133,0.521680216802168,-0.21619774850954065,-0.41840417138348596
252,26,0.9243319268635725,0.7506072874493928,0.747438524590164,-0.1737246394141797,-0.17689340227340844
252,27,0.9369901547116738,0.6558704453441295,0.7166180758017492,-0.28111970936754427,-0.2203720789099246
252,28,0.9178621659634318,0.7533527696793003,0.7795918367346939,-0.16450939628413153,-0.13827032922873794
252,29,0.9549929676511955,0.7925033467202142,0.6038306451612904,-0.1624896209309813,-0.3511623224899051
252,30,0.9322081575246133,0.9119241192411924,0.994,-0.020284038283420847,0.061791842475386716
252,1,0.9170182841068917,0.9062642889803383,0.6192411924119241,-0.010753995126553395,-0.2977770916949676
252,2,0.9732770745428974,0.8235887096774193,0.8130081300813008,-0.1496883648654781,-0.16026894446159656
252,3,0.9277074542897328,0.8690972222222222,0.8822157434402332,-0.05861023206751059,-0.045491710849499545
252,4,0.920112517580872,0.9684499314128944,0.9895043731778426,0.04833741383202239,0.06939185559697059
252,5,0.9054852320675105,0.6874635568513119,0.7269647696476964,-0.21802167521619864,-0.17852046241981412
252,6,0.920675105485232,0.8538306451612903,0.8962655601659751,-0.06684446032394176,-0.024409545319256876
252,7,0.9125175808720113,0.870042194092827,0.8880466472303207,-0.042475386779184277,-0.024470933641690618
252,8,0.9116736990154712,0.9400000000000001,0.92078460958129,0.02832630098452882,0.009110910565818808
252,9,0.9361462728551336,0.7708502024291498,0.7689549180327868,-0.16529607042598382,-0.16719135482234682
252,10,0.9232067510548523,0.9297520661157024,0.9380165289256198,0.006545315060850099,0.014809777870767538
252,11,0.9282700421940928,0.8827913279132791,0.6032388663967612,-0.04547871428081374,-0.32503117579733165
252,12,0.9535864978902955,0.8445344129554656,0.785425101214575,-0.10905208493482987,-0.1681613966757205
252,13,0.9322081575246133,0.8360000000000001,0.832647462277092,-0.0962081575246132,-0.09956069524752131
252,14,0.9184247538677919,0.8075880758807589,0.719533527696793,-0.110836677987033,-0.19889122617099886
252,15,0.9220815752461322,0.9935222672064777,0.9450413223140496,0.07144069196034553,0.02295974706791737
252,16,0.9561181434599155,0.9193548387096774,0.9287909836065573,-0.036763304750238146,-0.027327159853358207
252,17,0.9516174402250351,0.9638483965014577,0.8317329675354367,0.012230956276422567,-0.11988447268959845
252,18,0.9181434599156119,0.551417004048583,0.7520833333333333,-0.3667264558670289,-0.16606012658227853
252,19,0.9375527426160337,0.7762096774193548,0.8826844262295082,-0.16134306519667896,-0.05486831638652556
252,20,0.9355836849507735,0.9256884194643531,0.9001024590163935,-0.00989526548642039,-0.03548122593437997
252,21,0.9015471167369902,0.8545081967213114,0.8160860655737705,-0.047038920015678776,-0.08546105116321967
252,22,0.940646976090014,0.09960159362549803,0.9529035208047554,-0.841045382464516,0.012256544714741358
252,23,0.9263009845288327,0.6518218623481781,0.9714285714285714,-0.2744791221806546,0.045127586899738725
252,24,0.9054852320675106,0.9661157024793389,0.8599190283400809,0.06063047041182823,-0.0455662037274297
252,25,0.940084388185654,0.7238866396761133,0.757172131147541,-0.21619774850954065,-0.18291225703811298
252,26,0.9243319268635725,0.7506072874493928,0.6923076923076923,-0.1737246394141797,-0.23202423455588017
252,27,0.9369901547116738,0.6558704453441295,0.9775948788294468,-0.28111970936754427,0.04060472411777305
252,28,0.9178621659634318,0.7533527696793003,0.8070247933884297,-0.16450939628413153,-0.11083737257500215
252,29,0.9549929676511955,0.7925033467202142,0.7652892561983471,-0.1624896209309813,-0.18970371145284837
252,30,0.9322081575246133,0.9119241192411924,0.84,-0.020284038283420847,-0.09220815752461331
252,1,0.9170182841068917,0.9062642889803383,0.8903790087463558,-0.010753995126553395,-0.026639275360535897
252,2,0.9732770745428974,0.8235887096774193,0.7749271137026238,-0.1496883648654781,-0.19834996084027356
252,3,0.9277074542897328,0.8690972222222222,0.659919028340081,-0.05861023206751059,-0.2677884259496518
252,4,0.920112517580872,0.9684499314128944,0.8657110524330442,0.04833741383202239,-0.05440146514782773
252,5,0.9054852320675105,0.6874635568513119,0.983739837398374,-0.21802167521619864,0.07825460533086348
252,6,0.920675105485232,0.8538306451612903,0.890227576974565,-0.06684446032394176,-0.03044752851066701
252,7,0.9125175808720113,0.870042194092827,0.9022177419354839,-0.042475386779184277,-0.010299838936527417
252,8,0.9116736990154712,0.9400000000000001,0.9206997084548105,0.02832630098452882,0.009026009439339289
252,9,0.9361462728551336,0.7708502024291498,0.9745649263721553,-0.16529607042598382,0.03841865351702167
252,10,0.9232067510548523,0.9297520661157024,0.967479674796748,0.006545315060850099,0.04427292374189573
252,11,0.9282700421940928,0.8827913279132791,0.8890984534138061,-0.04547871428081374,-0.039171588780286704
252,12,0.9535864978902955,0.8445344129554656,0.8139941690962098,-0.10905208493482987,-0.13959232879408567
252,13,0.9322081575246133,0.8360000000000001,0.6401209677419355,-0.0962081575246132,-0.2920871897826778
252,14,0.9184247538677919,0.8075880758807589,0.09960159362549803,-0.110836677987033,-0.8188231602422938
252,15,0.9220815752461322,0.9935222672064777,0.7691532258064516,0.07144069196034553,-0.1529283494396806
252,16,0.9561181434599155,0.9193548387096774,0.9175204918032787,-0.036763304750238146,-0.03859765165663687
252,17,0.9516174402250351,0.9638483965014577,0.9400826446280991,0.012230956276422567,-0.011534795596936043
252,18,0.9181434599156119,0.551417004048583,0.8752186588921282,-0.3667264558670289,-0.042924801023483616
252,19,0.9375527426160337,0.7762096774193548,0.9538934426229507,-0.16134306519667896,0.01634070000691701
252,20,0.9355836849507735,0.9256884194643531,0.7893145161290323,-0.00989526548642039,-0.14626916882174124
252,21,0.9015471167369902,0.8545081967213114,0.7622950819672131,-0.047038920015678776,-0.1392520347697771
252,22,0.940646976090014,0.09960159362549803,0.9071787837219936,-0.841045382464516,-0.033468192368020455
252,23,0.9263009845288327,0.6518218623481781,0.7510204081632652,-0.2744791221806546,-0.1752805763655675
252,24,0.9054852320675106,0.9661157024793389,0.9192686357243319,0.06063047041182823,0.013783403656821291
252,25,0.940084388185654,0.7238866396761133,0.8218157181571815,-0.21619774850954065,-0.11826867002847252
252,26,0.9243319268635725,0.7506072874493928,0.9021490626428899,-0.1737246394141797,-0.022182864220682608
252,27,0.9369901547116738,0.6558704453441295,0.8719008264462811,-0.28111970936754427,-0.06508932826539271
252,28,0.9178621659634318,0.7533527696793003,0.9026063100137174,-0.16450939628413153,-0.015255855949714459
252,29,0.9549929676511955,0.7925033467202142,0.9012145748987854,-0.1624896209309813,-0.05377839275241003
252,30,0.9322081575246133,0.9119241192411924,0.8895833333333333,-0.020284038283420847,-0.04262482419128
252,1,0.9170182841068917,0.9062642889803383,0.6412955465587045,-0.010753995126553395,-0.2757227375481872
252,2,0.9732770745428974,0.8235887096774193,0.7983805668016194,-0.1496883648654781,-0.17489650774127796
252,3,0.9277074542897328,0.8690972222222222,0.9417004048582996,-0.05861023206751059,0.013992950568566864
252,4,0.920112517580872,0.9684499314128944,0.8011661807580175,0.04833741383202239,-0.11894633682285449
252,5,0.9054852320675105,0.6874635568513119,0.8166438042981252,-0.21802167521619864,-0.0888414277693853
252,6,0.920675105485232,0.8538306451612903,0.8807588075880759,-0.06684446032394176,-0.03991629789715612
252,7,0.9125175808720113,0.870042194092827,0.982638888888889,-0.042475386779184277,0.07012130801687766
252,8,0.9116736990154712,0.9400000000000001,0.8734631147540983,0.02832630098452882,-0.038210584261372915
252,9,0.9361462728551336,0.7708502024291498,0.8169096209912536,-0.16529607042598382,-0.11923665186388
252,10,0.9232067510548523,0.9297520661157024,0.9707361682670325,0.006545315060850099,0.04752941721218018
252,11,0.9282700421940928,0.8827913279132791,0.7764227642276423,-0.04547871428081374,-0.15184727796645048
252,12,0.9535864978902955,0.8445344129554656,0.8797439414723365,-0.10905208493482987,-0.073842556417959
252,13,0.9322081575246133,0.8360000000000001,0.9049415314975482,-0.0962081575246132,-0.02726662602706509
252,14,0.9184247538677919,0.8075880758807589,0.948321388155413,-0.110836677987033,0.029896634287621127
252,15,0.9220815752461322,0.9935222672064777,0.780241935483871,0.07144069196034553,-0.14183963976226122
252,16,0.9561181434599155,0.9193548387096774,0.8052126200274349,-0.036763304750238146,-0.15090552343248065
252,17,0.9516174402250351,0.9638483965014577,0.8973760932944608,0.012230956276422567,-0.05424134693057436
252,18,0.9181434599156119,0.551417004048583,0.9728483606557377,-0.3667264558670289,0.054704900740125795
252,19,0.9375527426160337,0.7762096774193548,0.9451219512195123,-0.16134306519667896,0.007569208603478539
252,20,0.9355836849507735,0.9256884194643531,0.9088114754098361,-0.00989526548642039,-0.026772209540937397
252,21,0.9015471167369902,0.8545081967213114,0.8770491803278688,-0.047038920015678776,-0.024497936409121346
252,22,0.940646976090014,0.09960159362549803,0.7073170731707317,-0.841045382464516,-0.23332990291928235
252,23,0.9263009845288327,0.6518218623481781,0.8102981029810299,-0.2744791221806546,-0.1160028815478028
252,24,0.9054852320675106,0.9661157024793389,0.8419464353074312,0.06063047041182823,-0.06353879676007945
252,25,0.940084388185654,0.7238866396761133,0.9677254098360656,-0.21619774850954065,0.0276410216504116
252,26,0.9243319268635725,0.7506072874493928,0.8702928870292886,-0.1737246394141797,-0.05403903983428382
252,27,0.9369901547116738,0.6558704453441295,0.9173553719008264,-0.28111970936754427,-0.019634782810847407
252,28,0.9178621659634318,0.7533527696793003,0.9004065040650406,-0.16450939628413153,-0.017455661898391206
252,29,0.9549929676511955,0.7925033467202142,0.9440000000000001,-0.1624896209309813,-0.010992967651195396
252,30,0.9322081575246133,0.9119241192411924,0.8669354838709677,-0.020284038283420847,-0.06527267365364553
252,1,0.9170182841068917,0.9062642889803383,0.8970199924556772,-0.010753995126553395,-0.019998291651214473
252,2,0.9732770745428974,0.8235887096774193,0.8765432098765432,-0.1496883648654781,-0.09673386466635414
252,3,0.9277074542897328,0.8690972222222222,0.7418699186991871,-0.05861023206751059,-0.18583753559054572
252,4,0.920112517580872,0.9684499314128944,0.9236680327868853,0.04833741383202239,0.003555515206013271
252,5,0.9054852320675105,0.6874635568513119,0.715725806451613,-0.21802167521619864,-0.18975942561589754
252,6,0.920675105485232,0.8538306451612903,0.8983739837398375,-0.06684446032394176,-0.02230112174539456
252,7,0.9125175808720113,0.870042194092827,0.8442148760330579,-0.042475386779184277,-0.0683027048389534
252,8,0.9116736990154712,0.9400000000000001,0.8529713114754098,0.02832630098452882,-0.05870238754006141
252,9,0.9361462728551336,0.7708502024291498,0.8685636856368564,-0.16529607042598382,-0.06758258721827726
252,10,0.9232067510548523,0.9297520661157024,0.882986111111111,0.006545315060850099,-0.040220639943741254
252,11,0.9282700421940928,0.8827913279132791,0.8628902478274864,-0.04547871428081374,-0.06537979436660646
252,12,0.9535864978902955,0.8445344129554656,0.5675403225806451,-0.10905208493482987,-0.38604617530965035
252,13,0.9322081575246133,0.8360000000000001,0.6203893442622951,-0.0962081575246132,-0.3118188132623182
252,14,0.9184247538677919,0.8075880758807589,0.7941690962099125,-0.110836677987033,-0.12425565765787938
252,15,0.9220815752461322,0.9935222672064777,0.680161943319838,0.07144069196034553,-0.24191963192629418
252,16,0.9561181434599155,0.9193548387096774,0.8895663956639567,-0.036763304750238146,-0.06655174779595885
252,17,0.9516174402250351,0.9638483965014577,0.7044534412955465,0.012230956276422567,-0.2471639989294886
252,18,0.9181434599156119,0.551417004048583,0.915126367408525,-0.3667264558670289,-0.003017092507086816
252,19,0.9375527426160337,0.7762096774193548,0.9510782104924365,-0.16134306519667896,0.013525467876402741
252,20,0.9355836849507735,0.9256884194643531,0.794,-0.00989526548642039,-0.14158368495077345
252,21,0.9015471167369902,0.8545081967213114,0.8137651821862348,-0.047038920015678776,-0.08778193455075534
252,22,0.940646976090014,0.09960159362549803,0.875,-0.841045382464516,-0.06564697609001402
252,23,0.9263009845288327,0.6518218623481781,0.9836065573770492,-0.2744791221806546,0.05730557284821647
252,24,0.9054852320675106,0.9661157024793389,0.9487882944673067,0.06063047041182823,0.04330306239979609
252,25,0.940084388185654,0.7238866396761133,0.875,-0.21619774850954065,-0.06508438818565399
252,26,0.9243319268635725,0.7506072874493928,0.8460508701472557,-0.1737246394141797,-0.0782810567163168
252,27,0.9369901547116738,0.6558704453441295,0.6600583090379009,-0.28111970936754427,-0.27693184567377294
252,28,0.9178621659634318,0.7533527696793003,0.8373983739837398,-0.16450939628413153,-0.080463791979692
252,29,0.9549929676511955,0.7925033467202142,0.8272357723577236,-0.1624896209309813,-0.12775719529347185
252,30,0.9322081575246133,0.9119241192411924,0.9306122448979592,-0.020284038283420847,-0.001595912626654039
